,0,1,2
0,304.92124612423567,51.19533034469425,321.5865206729787
1,160.4835681147291,44.23033212875295,195.58135321208158
2,94.91050384966914,315.01792568201665,299.7739509100796
3,284.41833582143596,272.1329711229536,121.53051577120112
4,39.79476058716737,111.33390388598905,170.31484096189982
5,279.89923879029664,173.8830760283672,257.10925224222865
6,298.8884605142142,297.80269722543153,144.15386255781448
7,74.29655216837796,236.4887665143393,205.75850184276305
8,225.08962435728267,289.2066595853855,285.2445443307667
9,156.2648098209548,263.54529995735356,142.55451515380918
10,244.42483602727683,201.16384123050344,282.50159870794585
11,290.531303862569,168.79763988275587,90.94992349904528
12,152.42485080864193,50.80472200236317,48.642628594073
13,189.23796451234134,98.58847577912739,259.19914670472855
14,112.59836363288146,59.10179528891875,228.51734148924666
15,288.4178526110476,184.29404658830993,202.9968845223262
16,296.318949669852,72.84802153913652,203.77984925584477
17,39.903768906699675,187.8612941703046,308.9693328861274
18,58.400012979952336,171.2784793162783,158.09093611915355
19,177.2125204616111,112.35425465134112,308.68016642294924
20,103.57558290000298,317.66689364600234,256.2086595693772
21,54.77186039531325,102.30752192791472,37.46332000202216
22,203.66729439124794,51.6935618612907,89.13083798351519
23,147.77968720509813,164.02333242403273,154.68408572266395
24,252.40160135655145,69.47677055773809,89.28810498664338
25,147.2781497257387,105.44447382386035,250.3396982338681
26,254.84257380708698,218.2499395471271,189.20913172688864
27,55.034271334490384,262.058759223132,201.4319670060828
28,45.441423388740084,253.2611510041042,43.80855931011545
29,132.23735861957923,158.0365341257243,98.33999602223018
30,175.91123648348312,233.34736857779683,160.4853727439324
31,137.02293585443994,160.59376513311176,273.8623018833381
32,321.0427346399706,119.13397314860212,80.98466542878217
33,83.52461286176693,196.91593316618176,275.94569021708287
34,107.17901340440906,230.5810390566416,182.9061263536702
35,297.59146002896216,280.1331158992034,127.44490202802601
36,56.22563086440396,138.5296123557055,138.74498448921932
37,214.77172441273248,193.54897091172555,63.78829515643235
38,28.233334557236383,272.0516066223985,81.71023285300414
39,287.28826414467886,208.6658924414038,61.762237305087254
40,157.76964315090817,218.93395774606765,252.59022524289477
41,129.28485671859596,211.13401455052264,86.71308267932079
42,175.64867687367018,64.63930461494745,258.7332617498627
43,320.0806856128407,42.988783160724566,97.42085497585869
44,280.4025168774251,297.07686268046484,231.138708659483
45,101.84468994802567,176.75415065937167,237.73607950630884
46,177.0891766177248,150.940456365076,271.71984092058705
47,47.48335356850946,110.61627004542487,291.16130616538925
48,262.98861372119785,93.06168052730116,145.68329889833336
49,94.84816260154886,18.083308087219557,101.72028384129906
50,231.77280473930264,292.2892809265058,240.82179178440936
51,115.11694747948826,101.83612571513602,111.76844282896757
52,270.0605709286841,197.99822683332798,130.30876993764176
53,206.3700440270823,39.16182744266828,183.04147955291606
54,101.19628931196596,41.417539686469944,266.53403804972277
55,49.31012419110586,72.49860581822593,56.33337680895793
56,238.42955242334247,306.68126555639907,100.11156966096873
57,161.3879270340619,229.45594971718185,307.956816987809
58,250.4744078109871,53.41705368322065,51.821299833496184
59,88.28067159304086,53.11543082957458,106.3697944501582
60,301.2685549353499,84.95921095250327,243.4109674724092
61,284.0891049584924,159.88423249115553,49.70626839893863
62,206.71443581631627,326.1549116215716,151.06170049766968
63,255.89400903094386,266.3973698188256,204.0423698661759
64,237.49836069543542,134.37853567255263,270.5338252953815
65,128.10320453308535,255.50613640282552,292.1866835474391
66,287.62427580954704,249.93359847416457,163.85132217798298
67,234.27875707759446,279.58630542074724,58.98516335096854
68,158.24334742214805,88.72030396367217,165.75288993816056
69,132.29482348783483,88.85508864980153,66.82772066463303
70,217.15179672908621,253.18732964182146,108.44663629888406
71,215.04576454888138,152.00619356424323,84.81975597404167
72,73.10235060307124,178.7012591292291,29.44056800051876
73,309.9697716819923,33.26286223118759,226.91967788737017
74,159.58019456056715,197.939902768158,131.68210330450975
75,82.893530880267,242.57337958689135,122.54711009055514
76,47.87715766599603,174.17365546445492,132.38516226276036
77,105.77857575140895,180.9664331573732,73.91362768136031
78,185.9670926056638,328.71645386941503,243.31002089650872
79,80.81756232584422,132.06767371246315,166.70989839530276
80,67.341763118726,298.04737751429946,186.47813587546466
81,101.0224106674801,314.72125203449843,186.37057110877743
82,241.18547463298336,330.52679133394804,308.61206811631877
83,152.2204952865793,104.18359621546799,279.0220571070842
84,263.034844478571,92.96393018638813,241.01001563464465
85,182.61415644999713,96.97411055052709,56.572459458459456
86,118.11895682633771,167.14659883292947,187.56572849042038
87,185.52330908449667,321.16866564253684,312.6545399043761
88,102.17719021924927,111.26057166678822,190.04599582541601
89,66.89573838226472,133.36180466466013,313.5622908618931
90,204.78303471581046,71.9875871339716,123.70338418068798
91,195.0226101112177,113.47433004479572,205.73682356356582
92,235.44369968516273,151.4783656388864,119.08727079327078
93,142.39620213084766,116.72327236334121,52.31158756440818
94,264.910080219859,179.25378868777275,296.5225830511752
95,85.10295097381228,277.17069212308843,245.15272984012927
